match_id,team,total_xG,shot_count,avg_shot_xG,goals,rolling_xG,rolling_shots,rolling_conversion,h_a
22056,Brighton,0.663,6,0.1105,0,1.4486,16.4,0.0975609756097561,a
22066,Brighton,1.341,18,0.0745,1,1.4728,17.8,0.06741573033707865,a
22078,Brighton,3.953,15,0.26353333333333334,4,2.0924,17.2,0.09302325581395349,h
22093,Brighton,2.213,22,0.10059090909090909,0,2.2264000000000004,18.0,0.06666666666666667,a
22095,Brighton,1.4,11,0.12727272727272726,0,1.9140000000000001,14.4,0.06944444444444445,h
22107,Brighton,1.1059999999999999,9,0.12288888888888888,0,2.0026,15.0,0.06666666666666667,a
22118,Brighton,1.93,13,0.14846153846153845,4,2.1203999999999996,14.0,0.11428571428571428,h
22132,Brighton,1.493,6,0.24883333333333335,1,1.6283999999999998,12.2,0.08196721311475409,a
22143,Brighton,3.6149999999999998,24,0.15062499999999998,4,1.9088,12.6,0.14285714285714285,a
22148,Brighton,1.662,23,0.07226086956521739,1,1.9611999999999998,15.0,0.13333333333333333,h
22158,Brighton,1.151,15,0.07673333333333333,0,1.9701999999999997,16.2,0.12345679012345678,a
22168,Brighton,0.539,10,0.0539,0,1.6919999999999997,15.6,0.07692307692307693,h
22176,Brighton,0.5720000000000001,7,0.08171428571428573,0,1.5078,15.8,0.06329113924050633,h
22189,Brighton,0.44,9,0.04888888888888889,1,0.8728,12.8,0.03125,a
22200,Brighton,1.236,24,0.0515,0,0.7876000000000001,13.0,0.015384615384615385,a
22206,Brighton,0.429,10,0.0429,0,0.6432,12.0,0.016666666666666666,h
22218,Brighton,0.898,20,0.0449,0,0.7150000000000001,14.0,0.014285714285714285,a
22226,Brighton,1.324,11,0.12036363636363637,1,0.8654,14.8,0.02702702702702703,h
22235,Brighton,1.361,13,0.1046923076923077,0,1.0496,15.6,0.01282051282051282,a
22247,Brighton,3.021,15,0.2014,1,1.4066,13.8,0.028985507246376812,h
22260,Brighton,1.9649999999999999,15,0.13099999999999998,1,1.7137999999999998,14.8,0.04054054054054054,a
22267,Brighton,1.972,17,0.11599999999999999,0,1.9286,14.2,0.04225352112676056,h
22278,Brighton,4.369,27,0.1618148148148148,4,2.5376000000000003,17.4,0.06896551724137931,h
22286,Brighton,3.155,16,0.1971875,4,2.8964,18.0,0.1111111111111111,a
22301,Brighton,1.376,26,0.05292307692307692,1,2.5674,20.2,0.09900990099009901,h
26605,Brighton,1.790827191,10,0.1790827191,3,2.5325654382,19.2,0.125,a
26612,Brighton,2.141525177,14,0.1529660840714286,2,2.5664704736,18.6,0.15053763440860216,h
26622,Brighton,1.966304896,22,0.08937749527272727,1,2.0859314527999997,17.6,0.125,a
26633,Brighton,2.097727055,21,0.09989176452380952,0,1.8744768638,18.6,0.07526881720430108,h
26650,Brighton,1.568358242,14,0.11202558871428571,2,1.9129485121999998,16.2,0.09876543209876543,h
26657,Brighton,1.207116685,15,0.08047444566666666,2,1.796206411,17.2,0.08139534883720931,a
26671,Brighton,1.9721711259999999,11,0.17928828418181816,3,1.7623356007999997,16.6,0.0963855421686747,h
26676,Brighton,1.678797135,10,0.1678797135,1,1.7048340485999998,14.2,0.11267605633802817,a
26686,Brighton,1.51452558,19,0.07971187263157894,2,1.5881937536,13.8,0.14492753623188406,h
26696,Brighton,1.015681764,13,0.07812936646153847,1,1.477658458,13.6,0.1323529411764706,a
26703,Brighton,2.999816428,10,0.2999816428,2,1.8361984065999999,12.6,0.14285714285714285,h
26712,Brighton,1.240299709,6,0.20671661816666667,2,1.6898241232,11.6,0.13793103448275862,a
26723,Brighton,1.86985996,22,0.08499363454545455,1,1.7280366882,14.0,0.11428571428571428,h
26736,Brighton,1.1039773050000001,14,0.0788555217857143,1,1.6459270332,13.0,0.1076923076923077,a
26751,Brighton,1.121839104,16,0.070114944,2,1.6671585012,13.6,0.11764705882352941,a
26756,Brighton,1.323233095,17,0.07783724088235294,0,1.3318418346,15.0,0.08,h
26767,Brighton,1.380632822,12,0.11505273516666666,1,1.3599084572,16.2,0.06172839506172839,a
26774,Brighton,1.346876544,24,0.056119855999999996,0,1.2553117740000002,16.6,0.04819277108433735,h
26782,Brighton,0.938041669,13,0.07215705146153846,2,1.2221246467999998,16.4,0.06097560975609756,a
26794,Brighton,1.765129544,11,0.1604663221818182,1,1.3507827347999999,15.4,0.05194805194805195,h
26805,Brighton,1.063434611,11,0.09667587372727272,2,1.298823038,14.2,0.08450704225352113,a
26818,Brighton,2.1717195609999997,6,0.3619532601666666,3,1.4570403857999998,13.0,0.12307692307692308,a
26824,Brighton,0.6437795080000001,16,0.040236219250000003,0,1.3164209785999998,11.4,0.14035087719298245,h
26840,Brighton,0.756296276,11,0.06875420690909091,0,1.2800719,11.0,0.10909090909090909,a
26843,Brighton,2.06892193,13,0.15914784076923078,3,1.3408303772,11.4,0.14035087719298245,h
26861,Brighton,5.120184723,18,0.28445470683333335,4,2.1521803996,12.8,0.15625,a
26863,Brighton,2.580788739,11,0.23461715809090908,2,2.2339942352,13.8,0.13043478260869565,h
26873,Brighton,1.9441728569999999,9,0.21601920633333332,2,2.4940729050000003,12.4,0.1774193548387097,h
26889,Brighton,2.111185816,15,0.14074572106666666,1,2.7650508129999998,13.2,0.18181818181818182,a
26893,Brighton,0.562074902,11,0.051097718363636364,0,2.4636814074,12.8,0.140625,h
26904,Brighton,1.2755159909999998,11,0.11595599918181816,1,1.6947476609999998,11.4,0.10526315789473684,a
21929,Burnley,1.666,16,0.104125,2,1.666,16.0,0.125,h
21944,Burnley,0.812,10,0.08120000000000001,1,1.2389999999999999,13.0,0.11538461538461539,a
21950,Burnley,0.936,12,0.078,0,1.1380000000000001,12.666666666666666,0.07894736842105263,h
21958,Burnley,0.835,8,0.104375,0,1.06225,11.5,0.06521739130434782,a
21967,Burnley,0.958,11,0.0870909090909091,1,1.0413999999999999,11.4,0.07017543859649122,h
21977,Burnley,0.6930000000000001,6,0.1155,0,0.8468,9.4,0.0425531914893617,a
21985,Burnley,0.9030000000000001,6,0.15050000000000002,1,0.865,8.6,0.046511627906976744,a
21996,Burnley,1.5,17,0.08823529411764706,0,0.9778,9.6,0.041666666666666664,h
22006,Burnley,0.328,8,0.041,1,0.8764,9.6,0.0625,a
22016,Burnley,1.442,12,0.12016666666666666,1,0.9732000000000001,9.8,0.061224489795918366,h
22028,Burnley,2.6590000000000003,19,0.13994736842105265,5,1.3664,12.4,0.12903225806451613,h
22042,Burnley,0.8039999999999999,12,0.06699999999999999,0,1.3466,13.6,0.10294117647058823,a
22046,Burnley,1.19,6,0.19833333333333333,1,1.2846,11.4,0.14035087719298245,a
22058,Burnley,0.8099999999999999,14,0.05785714285714285,0,1.3809999999999998,12.6,0.1111111111111111,h
22067,Burnley,0.419,7,0.05985714285714285,2,1.1764,11.6,0.13793103448275862,a
22079,Burnley,0.976,9,0.10844444444444444,0,0.8398,9.6,0.0625,h
22085,Burnley,1.1219999999999999,9,0.12466666666666665,2,0.9033999999999999,9.0,0.1111111111111111,a
22096,Burnley,1.52,13,0.11692307692307692,1,0.9693999999999999,10.4,0.09615384615384616,h
22114,Burnley,1.492,8,0.1865,1,1.1058,9.2,0.13043478260869565,a
22119,Burnley,1.01,12,0.08416666666666667,2,1.2239999999999998,10.2,0.11764705882352941,h
22128,Burnley,1.1340000000000001,9,0.126,1,1.2555999999999998,10.2,0.13725490196078433,a
22136,Burnley,0.334,8,0.04175,0,1.098,10.0,0.1,h
22150,Burnley,0.076,2,0.038,0,0.8092,7.8,0.10256410256410256,a
22156,Burnley,1.618,20,0.0809,0,0.8344000000000001,10.2,0.058823529411764705,h
22173,Burnley,0.882,11,0.08018181818181819,1,0.8088000000000001,10.0,0.04,a
22177,Burnley,2.697,17,0.15864705882352942,2,1.1214,11.6,0.05172413793103448,h
22188,Burnley,2.381,18,0.13227777777777777,2,1.5308,13.6,0.07352941176470588,a
22197,Burnley,1.127,13,0.0866923076923077,1,1.741,15.8,0.0759493670886076,h
22208,Burnley,0.35000000000000003,6,0.05833333333333334,0,1.4874,13.0,0.09230769230769231,a
22218,Burnley,1.853,12,0.15441666666666667,1,1.6816,13.2,0.09090909090909091,h
22232,Burnley,2.43,16,0.151875,4,1.6282,13.0,0.12307692307692308,a
22239,Burnley,1.895,16,0.1184375,1,1.5310000000000001,12.6,0.1111111111111111,a
22248,Burnley,1.286,17,0.07564705882352941,1,1.5628,13.4,0.1044776119402985,h
22262,Burnley,0.951,7,0.13585714285714284,1,1.6829999999999998,13.6,0.11764705882352941,a
22268,Burnley,1.085,20,0.05425,1,1.5294,15.2,0.10526315789473684,h
22275,Burnley,0.311,6,0.051833333333333335,0,1.1056000000000001,13.2,0.06060606060606061,h
22289,Burnley,0.922,14,0.06585714285714286,2,0.9109999999999999,12.8,0.078125,a
22302,Burnley,0.632,9,0.07022222222222223,1,0.7802,11.2,0.08928571428571429,h
21930,Chelsea,2.285,21,0.10880952380952381,0,2.285,21.0,0.0,h
21942,Chelsea,1.417,14,0.10121428571428571,0,1.851,17.5,0.0,a
21947,Chelsea,1.198,10,0.11979999999999999,0,1.6333333333333335,15.0,0.0,h
21964,Chelsea,2.039,11,0.18536363636363637,2,1.73475,14.0,0.03571428571428571,a
21967,Chelsea,1.976,9,0.21955555555555556,3,1.783,13.0,0.07692307692307693,a
21978,Chelsea,1.724,11,0.15672727272727272,2,1.6707999999999998,11.0,0.12727272727272726,h
21989,Chelsea,1.733,17,0.10194117647058824,0,1.734,11.6,0.1206896551724138,h
22004,Chelsea,4.059,17,0.23876470588235296,4,2.3061999999999996,13.0,0.16923076923076924,a
22009,Chelsea,3.479,17,0.2046470588235294,4,2.5942,14.2,0.18309859154929578,h
22021,Chelsea,0.969,7,0.13842857142857143,1,2.3928000000000003,13.8,0.15942028985507245,a
22029,Chelsea,1.664,8,0.208,3,2.3808,13.2,0.18181818181818182,h
22044,Chelsea,2.368,13,0.18215384615384614,1,2.5078,12.4,0.20967741935483872,a
22048,Chelsea,0.885,16,0.0553125,0,1.873,12.2,0.14754098360655737,a
22059,Chelsea,3.2969999999999997,15,0.21979999999999997,2,1.8366,11.8,0.11864406779661017,h
22073,Chelsea,1.766,16,0.110375,1,1.996,13.6,0.10294117647058823,a
22080,Chelsea,2.731,9,0.3034444444444444,2,2.2093999999999996,13.8,0.08695652173913043,h
22089,Chelsea,1.576,12,0.13133333333333333,3,2.051,13.6,0.11764705882352941,a
22097,Chelsea,2.073,17,0.12194117647058823,1,2.2886,13.8,0.13043478260869565,h
22113,Chelsea,0.47800000000000004,4,0.11950000000000001,1,1.7248,11.6,0.13793103448275862,a
22120,Chelsea,2.36,16,0.1475,2,1.8436,11.6,0.15517241379310345,h
22126,Chelsea,1.27,14,0.09071428571428572,3,1.5514,12.6,0.15873015873015872,a
22140,Chelsea,1.837,9,0.2041111111111111,1,1.6035999999999997,12.0,0.13333333333333333,a
22149,Chelsea,2.453,16,0.1533125,2,1.6796,11.8,0.15254237288135594,h
22155,Chelsea,2.153,17,0.12664705882352942,2,2.0146,14.4,0.1388888888888889,a
22169,Chelsea,1.788,12,0.149,3,1.9002,13.6,0.16176470588235295,h
22175,Chelsea,1.604,7,0.22914285714285715,0,1.967,12.2,0.13114754098360656,a
22188,Chelsea,4.465,33,0.13530303030303029,2,2.4926,17.0,0.10588235294117647,h
22201,Chelsea,3.483,28,0.12439285714285715,4,2.6986,19.4,0.1134020618556701,h
22212,Chelsea,0.523,6,0.08716666666666667,2,2.3726,17.2,0.12790697674418605,a
22219,Chelsea,3.8640000000000003,14,0.276,6,2.7878,17.6,0.1590909090909091,h
22226,Chelsea,1.545,13,0.11884615384615384,2,2.7760000000000002,18.8,0.1702127659574468,a
22236,Chelsea,1.565,22,0.07113636363636364,2,2.196,16.6,0.1927710843373494,a
22249,Chelsea,4.2700000000000005,25,0.1708,5,2.3533999999999997,16.0,0.2125,h
22261,Chelsea,2.409,12,0.20074999999999998,3,2.7306,17.2,0.20930232558139536,a
22269,Chelsea,1.597,17,0.09394117647058824,2,2.2771999999999997,17.8,0.15730337078651685,h
22283,Chelsea,1.9329999999999998,10,0.19329999999999997,1,2.3548,17.2,0.1511627906976744,h
22293,Chelsea,1.611,17,0.09476470588235295,1,2.364,16.2,0.14814814814814814,a
22295,Chelsea,3.4130000000000003,19,0.17963157894736845,3,2.1926,15.0,0.13333333333333333,h
26610,Chelsea,1.061225949,10,0.1061225949,0,1.9230451898000003,14.6,0.0958904109589041,h
26619,Chelsea,2.029353965,14,0.14495385464285712,6,2.0095159828,14.0,0.15714285714285714,a
26630,Chelsea,2.977430449,13,0.22903311146153846,1,2.2184020726,14.6,0.1506849315068493,h
26639,Chelsea,0.932725884,10,0.0932725884,1,2.0827472494,13.2,0.16666666666666666,a
26642,Chelsea,2.397269383,12,0.19977244858333332,3,1.879601126,11.8,0.1864406779661017,a
26657,Chelsea,3.6583931780000003,15,0.24389287853333336,4,2.3990345718,12.8,0.234375,h
26668,Chelsea,2.282571886,22,0.10375326754545454,1,2.449678156,14.4,0.1388888888888889,h
26679,Chelsea,1.340475895,12,0.11170632458333334,1,2.1222872452,14.2,0.14084507042253522,a
26688,Chelsea,1.617937158,17,0.095172774,2,2.2593294999999998,15.6,0.14102564102564102,h
26697,Chelsea,1.2422373469999999,12,0.10351977891666665,1,2.0283230928,15.6,0.11538461538461539,a
26705,Chelsea,1.2406688399999999,17,0.07298052,1,1.5447782252,16.0,0.075,h
26719,Chelsea,2.914361518,16,0.182147594875,2,1.6711361516,14.8,0.0945945945945946,a
26724,Chelsea,2.009219774,17,0.11818939847058824,3,1.8048849273999998,15.8,0.11392405063291139,h
26741,Chelsea,6.118420176,26,0.23532385292307692,5,2.704981531,17.6,0.13636363636363635,a
26745,Chelsea,2.5808360109999997,17,0.15181388299999998,4,2.9727012638,18.6,0.16129032258064516,a
26757,Chelsea,2.595434262,26,0.0998243946923077,2,3.2436543481999998,20.4,0.1568627450980392,h
26764,Chelsea,1.714443021,12,0.14287025174999998,0,3.0036706488,19.6,0.14285714285714285,a
26775,Chelsea,1.560419844,12,0.130034987,1,2.9139106627999998,18.6,0.12903225806451613,h
26787,Chelsea,1.624891409,20,0.08124457045,0,2.0152049094,17.4,0.08045977011494253,a
26795,Chelsea,1.5226921230000001,15,0.10151280820000001,1,1.8035761317999999,17.0,0.047058823529411764,a
26809,Chelsea,2.815860537,26,0.10830232834615384,2,1.8476613868,17.0,0.047058823529411764,h
26814,Chelsea,3.209334019,19,0.1689123167894737,3,2.1466395864,18.4,0.07608695652173914,h
26828,Chelsea,1.498432388,10,0.1498432388,1,2.1342420952,18.0,0.07777777777777778,a
26835,Chelsea,1.416141566,22,0.06437007118181819,1,2.0924921266,18.4,0.08695652173913043,h
26843,Chelsea,0.649788465,8,0.081223558125,0,1.9179113949999997,17.0,0.08235294117647059,a
26854,Chelsea,2.17591485,15,0.14506099,1,1.7899222576,14.8,0.08108108108108109,a
26869,Chelsea,2.989087055,19,0.1573203713157895,4,1.7458728648000001,14.8,0.0945945945945946,h
26874,Chelsea,1.7684380979999998,20,0.08842190489999999,1,1.7998740068,16.8,0.08333333333333333,h
26883,Chelsea,0.292044941,8,0.036505617625,0,1.5750546818,14.0,0.08571428571428572,a
26897,Chelsea,1.304425556,11,0.11858414145454545,1,1.7059821,14.6,0.0958904109589041,h
26903,Chelsea,1.482681612,21,0.07060388628571428,0,1.5673354524,15.8,0.0759493670886076,a
21932,Crystal Palace,2.358,16,0.147375,3,2.358,16.0,0.1875,h
21938,Crystal Palace,1.117,6,0.18616666666666667,1,1.7375,11.0,0.18181818181818182,a
21948,Crystal Palace,0.371,7,0.053,0,1.282,9.666666666666666,0.13793103448275862,h
21957,Crystal Palace,1.1909999999999998,8,0.14887499999999998,1,1.25925,9.25,0.13513513513513514,a
21968,Crystal Palace,0.983,8,0.122875,0,1.204,9.0,0.1111111111111111,h
21981,Crystal Palace,1.098,17,0.06458823529411765,0,0.952,9.2,0.043478260869565216,a
21990,Crystal Palace,0.564,14,0.04028571428571428,1,0.8413999999999999,10.8,0.037037037037037035,h
21996,Crystal Palace,1.436,4,0.359,2,1.0544,10.2,0.0784313725490196,a
22010,Crystal Palace,1.891,12,0.15758333333333333,2,1.1944,11.0,0.09090909090909091,h
22019,Crystal Palace,1.841,16,0.1150625,1,1.366,12.6,0.09523809523809523,a
22034,Crystal Palace,0.9889999999999999,9,0.10988888888888887,1,1.3441999999999998,11.0,0.12727272727272726,a
22043,Crystal Palace,1.276,16,0.07975,0,1.4866,11.4,0.10526315789473684,h
22047,Crystal Palace,1.791,8,0.223875,1,1.5576,12.2,0.08196721311475409,h
22061,Crystal Palace,1.649,5,0.3298,2,1.5092,10.8,0.09259259259259259,a
22066,Crystal Palace,1.657,11,0.15063636363636365,1,1.4724,9.8,0.10204081632653061,h
22080,Crystal Palace,0.962,13,0.074,1,1.467,10.6,0.09433962264150944,a
22086,Crystal Palace,1.61,13,0.12384615384615386,3,1.5337999999999998,10.0,0.16,h
22103,Crystal Palace,0.287,13,0.022076923076923074,0,1.233,11.0,0.12727272727272726,a
22112,Crystal Palace,1.161,12,0.09675,3,1.1354,12.4,0.12903225806451613,h
22118,Crystal Palace,0.24,7,0.03428571428571429,1,0.852,11.6,0.13793103448275862,a
22126,Crystal Palace,0.721,13,0.05546153846153846,1,0.8038000000000001,11.6,0.13793103448275862,h
22137,Crystal Palace,0.737,10,0.0737,1,0.6292,11.0,0.10909090909090909,a
22150,Crystal Palace,2.414,15,0.16093333333333334,3,1.0546,11.4,0.15789473684210525,h
22164,Crystal Palace,0.28200000000000003,4,0.07050000000000001,1,0.8788,9.8,0.14285714285714285,a
22170,Crystal Palace,3.338,21,0.15895238095238096,1,1.4984000000000002,12.6,0.1111111111111111,h
22178,Crystal Palace,1.437,20,0.07185,2,1.6416,14.0,0.11428571428571428,h
22192,Crystal Palace,0.9,10,0.09,1,1.6742000000000001,14.0,0.11428571428571428,a
22195,Crystal Palace,0.175,3,0.05833333333333333,0,1.2264000000000002,11.6,0.08620689655172414,a
22207,Crystal Palace,1.494,7,0.21342857142857144,2,1.4687999999999999,12.2,0.09836065573770492,h
22220,Crystal Palace,2.129,8,0.266125,1,1.227,9.6,0.125,a
22227,Crystal Palace,3.861,19,0.20321052631578948,4,1.7118000000000002,9.4,0.1702127659574468,h
22238,Crystal Palace,1.054,14,0.07528571428571429,1,1.7426000000000001,10.2,0.1568627450980392,a
22250,Crystal Palace,2.07,18,0.11499999999999999,4,2.1216,13.2,0.18181818181818182,h
22264,Crystal Palace,2.593,13,0.19946153846153847,3,2.3414,14.4,0.18055555555555555,a
22270,Crystal Palace,2.233,15,0.14886666666666667,5,2.3622,15.8,0.21518987341772153,h
22280,Crystal Palace,2.279,24,0.09495833333333333,1,2.0458,16.8,0.16666666666666666,a
22294,Crystal Palace,1.074,14,0.07671428571428572,0,2.0498,16.8,0.15476190476190477,h
22298,Crystal Palace,1.082,15,0.07213333333333334,1,1.8521999999999998,16.2,0.12345679012345678,a
26609,Crystal Palace,1.147566188,14,0.08196901342857144,0,1.5631132376,16.4,0.08536585365853659,a
26613,Crystal Palace,1.3761002439999999,14,0.09829287457142856,0,1.3917332863999998,16.2,0.024691358024691357,h
26630,Crystal Palace,0.46125915100000003,9,0.05125101677777778,1,1.0281851166,13.2,0.030303030303030304,a
26636,Crystal Palace,2.9030722200000003,20,0.14515361100000002,2,1.3939995606,14.4,0.05555555555555555,h
26649,Crystal Palace,1.69830598,9,0.18870066444444444,0,1.5172607566,13.2,0.045454545454545456,h
26654,Crystal Palace,1.1305033740000001,17,0.06650019847058825,1,1.5138481938000001,13.8,0.057971014492753624,a
26662,Crystal Palace,0.609481229,9,0.06772013655555556,0,1.3605243908000002,12.8,0.0625,h
26677,Crystal Palace,0.835868189,20,0.04179340945,0,1.4354461984,15.0,0.04,a
26689,Crystal Palace,0.981878543,14,0.07013418164285715,1,1.0512074630000001,13.8,0.028985507246376812,h
26701,Crystal Palace,2.725300841,19,0.14343688636842106,2,1.2566064352000001,15.8,0.05063291139240506,a
26706,Crystal Palace,1.9770974510000001,13,0.15208441930769231,0,1.4259252506000002,15.0,0.04,h
26716,Crystal Palace,1.616272299,13,0.12432863838461539,2,1.6272834646000003,15.8,0.06329113924050633,a
26725,Crystal Palace,2.391940346,17,0.14070237329411767,1,1.938497896,15.2,0.07894736842105263,h
26737,Crystal Palace,1.654221549,13,0.12724781146153846,1,2.0729664972000004,15.0,0.08,a
26747,Crystal Palace,1.214761147,12,0.10123009558333333,2,1.7708585584,13.6,0.08823529411764706,h
26756,Crystal Palace,3.049707906,14,0.217836279,3,1.9853806493999997,13.8,0.13043478260869565,a
26765,Crystal Palace,1.624510632,15,0.1083007088,1,1.987028316,14.2,0.11267605633802817,h
26772,Crystal Palace,0.500066484,10,0.0500066484,0,1.6086535435999998,12.8,0.109375,a
26784,Crystal Palace,3.054172876,19,0.16074594084210525,2,1.888643809,14.0,0.11428571428571428,h
26795,Crystal Palace,1.276604585,13,0.0982003526923077,1,1.9010124966,14.2,0.09859154929577464,h
26806,Crystal Palace,2.265732222,9,0.2517480246666667,2,1.7442173598,13.2,0.09090909090909091,a
26821,Crystal Palace,1.625613361,12,0.13546778008333335,2,1.7444379056000003,12.6,0.1111111111111111,a
26825,Crystal Palace,1.231765267,16,0.0769853291875,1,1.8907776622,13.8,0.11594202898550725,h
26838,Crystal Palace,2.479206261,11,0.22538238736363636,2,1.7757843392,12.2,0.13114754098360656,a
26844,Crystal Palace,2.306463991,17,0.13567435241176473,1,1.9817562203999999,13.0,0.12307692307692308,h
26856,Crystal Palace,1.497947505,10,0.1497947505,1,1.8281992770000002,13.2,0.10606060606060606,a
26868,Crystal Palace,4.422009995,19,0.23273736815789473,4,2.3874786038,14.6,0.1232876712328767,h
26875,Crystal Palace,3.138789092,19,0.16519942589473685,1,2.7688833688,15.2,0.11842105263157894,h
26900,Crystal Palace,0.937760358,9,0.10419559533333334,1,2.4605941882,14.8,0.10810810810810811,a
26904,Crystal Palace,0.44396494200000003,8,0.055495617750000004,2,2.0880943784,13.0,0.13846153846153847,h
21926,Everton,3.262,17,0.19188235294117648,2,3.262,17.0,0.11764705882352941,a
21941,Everton,0.28400000000000003,8,0.035500000000000004,0,1.7730000000000001,12.5,0.08,h
21949,Everton,2.515,18,0.13972222222222222,3,2.0203333333333333,14.333333333333334,0.11627906976744186,a
21956,Everton,4.172,23,0.18139130434782608,1,2.55825,16.5,0.09090909090909091,h
21969,Everton,3.624,25,0.14496,3,2.7714,18.2,0.0989010989010989,h
21979,Everton,0.095,6,0.015833333333333335,0,2.138,16.0,0.0875,a
21993,Everton,0.733,10,0.0733,1,2.2278000000000002,16.4,0.0975609756097561,a
21997,Everton,0.623,11,0.05663636363636364,1,1.8494,15.0,0.08,h
22010,Everton,1.8,8,0.225,3,1.375,12.0,0.13333333333333333,a
22017,Everton,2.555,23,0.11108695652173914,0,1.1612,11.6,0.08620689655172414,h
22033,Everton,0.625,12,0.052083333333333336,1,1.2672,12.8,0.09375,a
22037,Everton,2.9539999999999997,21,0.14066666666666666,3,1.7113999999999998,15.0,0.10666666666666667,h
22048,Everton,1.312,9,0.14577777777777778,2,1.8492000000000002,14.6,0.1232876712328767,h
22058,Everton,2.366,9,0.2628888888888889,2,1.9624,14.8,0.10810810810810811,a
22071,Everton,1.987,18,0.1103888888888889,1,1.8488,13.8,0.13043478260869565,a
22081,Everton,1.2349999999999999,7,0.1764285714285714,1,1.9707999999999999,12.8,0.140625,h
22094,Everton,0.532,10,0.053200000000000004,0,1.4864000000000002,10.6,0.11320754716981132,a
22098,Everton,1.0350000000000001,10,0.10350000000000001,0,1.4309999999999998,10.8,0.07407407407407407,h
22106,Everton,2.871,21,0.1367142857142857,0,1.532,13.2,0.030303030303030304,a
22121,Everton,3.26,14,0.23285714285714285,2,1.7866,12.4,0.04838709677419355,h
22130,Everton,0.192,5,0.038400000000000004,0,1.578,12.0,0.03333333333333333,a
22137,Everton,2.64,19,0.13894736842105262,1,1.9996000000000003,13.8,0.043478260869565216,h
22148,Everton,0.287,6,0.04783333333333333,1,1.85,13.0,0.06153846153846154,a
22157,Everton,3.1229999999999998,22,0.14195454545454544,1,1.9003999999999999,13.2,0.07575757575757576,h
22172,Everton,1.823,23,0.07926086956521738,0,1.613,15.0,0.04,a
22179,Everton,1.941,16,0.1213125,2,1.9628,17.2,0.05813953488372093,h
22185,Everton,0.934,8,0.11675,1,1.6215999999999997,15.0,0.06666666666666667,a
22202,Everton,1.6980000000000002,10,0.1698,1,1.9038,15.8,0.06329113924050633,a
22208,Everton,0.66,12,0.055,1,1.4112,13.8,0.07246376811594203,h
22219,Everton,1.218,10,0.12179999999999999,0,1.2902,11.2,0.08928571428571429,a
22228,Everton,0.474,7,0.06771428571428571,2,0.9968,9.4,0.10638297872340426,h
22237,Everton,1.213,18,0.06738888888888889,1,1.0526,11.4,0.08771929824561403,h
22252,Everton,1.229,10,0.12290000000000001,1,0.9588000000000001,11.4,0.08771929824561403,a
22257,Everton,1.823,15,0.12153333333333333,1,1.1914,12.0,0.08333333333333333,h
22265,Everton,0.7080000000000001,5,0.1416,1,1.0894,11.0,0.10909090909090909,a
22279,Everton,2.59,19,0.1363157894736842,0,1.5126,13.4,0.05970149253731343,h
22292,Everton,0.721,9,0.0801111111111111,0,1.4142,11.6,0.05172413793103448,a
22299,Everton,1.948,15,0.12986666666666666,0,1.5579999999999998,12.6,0.031746031746031744,h
26605,Everton,0.405907856,9,0.04510087288888889,0,1.2745815712000002,11.4,0.017543859649122806,h
26617,Everton,0.656360723,10,0.0656360723,0,1.2642537158,12.4,0.0,a
26624,Everton,2.5562909339999997,18,0.14201616299999997,2,1.2575119026,12.2,0.03278688524590164,h
26638,Everton,0.852157791,6,0.1420262985,2,1.2837434607999998,11.6,0.06896551724137931,a
26644,Everton,1.830550575,16,0.1144094109375,1,1.2602535757999997,11.8,0.0847457627118644,a
26654,Everton,1.1095863350000001,8,0.13869829187500002,2,1.4009892715999999,11.6,0.1206896551724138,h
26669,Everton,0.749243894,8,0.09365548675,0,1.4195659058,11.2,0.125,h
26674,Everton,1.6080376410000001,11,0.1461852400909091,2,1.2299152472,9.8,0.14285714285714285,a
26687,Everton,0.884845431,10,0.08848454310000001,1,1.2364527752,10.6,0.11320754716981132,h
26699,Everton,1.7877909289999998,16,0.11173693306249999,0,1.227900846,10.6,0.09433962264150944,a
26710,Everton,0.876881343,18,0.04871563016666666,0,1.1813598476,12.6,0.047619047619047616,a
26715,Everton,1.5968711549999999,27,0.059143376111111104,0,1.3508852997999998,16.4,0.036585365853658534,h
26727,Everton,0.7667487669999999,8,0.09584359587499999,0,1.182627525,15.8,0.012658227848101266,a
26735,Everton,1.502115661,13,0.11554735853846153,2,1.306081571,16.4,0.024390243902439025,h
26748,Everton,0.910522626,10,0.0910522626,2,1.1306279103999999,15.2,0.05263157894736842,h
26755,Everton,0.132165606,2,0.066082803,0,0.981684763,12.0,0.06666666666666667,a
26764,Everton,1.070806167,5,0.21416123339999998,0,0.8764717654,7.6,0.10526315789473684,h
26777,Everton,0.6532895040000001,8,0.08166118800000001,1,0.8537799128,7.6,0.13157894736842105,a
26785,Everton,0.615190562,13,0.04732235092307692,0,0.676394893,7.6,0.07894736842105263,h
26792,Everton,0.5610150819999999,9,0.0623350091111111,0,0.6064933842,7.4,0.02702702702702703,a
26804,Everton,1.231261497,10,0.12312614969999999,0,0.8263125624000001,9.0,0.022222222222222223,h
26815,Everton,2.560890818,12,0.21340756816666664,2,1.1243294926,10.4,0.057692307692307696,h
26824,Everton,0.8708834430000001,3,0.29029448100000005,1,1.1678482803999999,9.4,0.06382978723404255,a
26836,Everton,3.11260931,13,0.23943148538461537,4,1.66733203,9.4,0.14893617021276595,h
