match_id,team,total_xG,avg_shot_xG,shot_count,goals,conversion_rate,h_team,a_team,team_name
22236,Away,1.565,0.071136364,22,2,0.090909091,Aston Villa,Chelsea,Chelsea
22236,Home,0.613,0.068111111,9,1,0.111111111,Aston Villa,Chelsea,Aston Villa
22237,Away,0.958,0.0958,10,0,0,Everton,Brentford,Brentford
22237,Home,1.213,0.067388889,18,1,0.055555556,Everton,Brentford,Everton
22238,Away,1.054,0.075285714,14,1,0.071428571,Fulham,Crystal Palace,Crystal Palace
22238,Home,1.394,0.154888889,9,1,0.111111111,Fulham,Crystal Palace,Fulham
22239,Away,1.895,0.1184375,16,1,0.0625,Manchester United,Burnley,Burnley
22239,Home,3.061,0.11337037,27,1,0.037037037,Manchester United,Burnley,Manchester United
22240,Away,1.872,0.117,16,1,0.0625,Newcastle United,Sheffield United,Sheffield United
22240,Home,2.934,0.1467,20,4,0.2,Newcastle United,Sheffield United,Newcastle United
22241,Away,1.516,0.168444444,9,2,0.222222222,Tottenham,Arsenal,Arsenal
22241,Home,2.604,0.1736,15,2,0.133333333,Tottenham,Arsenal,Tottenham
22242,Away,0.931,0.084636364,11,2,0.181818182,Nottingham Forest,Manchester City,Manchester City
22242,Home,2.174,0.155285714,14,0,0,Nottingham Forest,Manchester City,Nottingham Forest
22243,Away,2.296,0.082,28,1,0.035714286,West Ham,Liverpool,Liverpool
22243,Home,0.794,0.066166667,12,2,0.166666667,West Ham,Liverpool,West Ham
22244,Away,0.904,0.100444444,9,1,0.111111111,Wolverhampton Wanderers,Luton,Luton
22244,Home,1.493,0.114846154,13,2,0.153846154,Wolverhampton Wanderers,Luton,Wolverhampton Wanderers
22245,Away,0.469,0.067,7,0,0,Arsenal,Bournemouth,Bournemouth
22245,Home,3.925,0.163541667,24,3,0.125,Arsenal,Bournemouth,Arsenal
22246,Away,1.454,0.096933333,15,0,0,Brentford,Fulham,Fulham
22246,Home,0.857,0.122428571,7,0,0,Brentford,Fulham,Brentford
22247,Away,0.064,0.032,2,0,0,Brighton,Aston Villa,Aston Villa
22247,Home,3.021,0.2014,15,1,0.066666667,Brighton,Aston Villa,Brighton
22248,Away,4.496,0.195478261,23,4,0.173913043,Burnley,Newcastle United,Newcastle United
22248,Home,1.286,0.075647059,17,1,0.058823529,Burnley,Newcastle United,Burnley
22249,Away,0.898,0.069076923,13,0,0,Chelsea,West Ham,West Ham
22249,Home,4.27,0.1708,25,5,0.2,Chelsea,West Ham,Chelsea
22250,Away,0.343,0.049,7,0,0,Crystal Palace,Manchester United,Manchester United
22250,Home,2.07,0.115,18,4,0.222222222,Crystal Palace,Manchester United,Crystal Palace
22251,Away,1.173,0.106636364,11,2,0.181818182,Liverpool,Tottenham,Tottenham
22251,Home,3.724,0.14896,25,4,0.16,Liverpool,Tottenham,Liverpool
22252,Away,1.229,0.1229,10,1,0.1,Luton,Everton,Everton
22252,Home,0.953,0.052944444,18,1,0.055555556,Luton,Everton,Luton
22253,Away,0.397,0.1985,2,1,0.5,Manchester City,Wolverhampton Wanderers,Wolverhampton Wanderers
22253,Home,4.536,0.2268,20,5,0.25,Manchester City,Wolverhampton Wanderers,Manchester City
22254,Away,1.94,0.129333333,15,3,0.2,Sheffield United,Nottingham Forest,Nottingham Forest
22254,Home,2.49,0.146470588,17,1,0.058823529,Sheffield United,Nottingham Forest,Sheffield United
22255,Away,1.928,0.175272727,11,2,0.181818182,Bournemouth,Brentford,Brentford
22255,Home,1.071,0.082384615,13,1,0.076923077,Bournemouth,Brentford,Bournemouth
22256,Away,1.954,0.139571429,14,2,0.142857143,Aston Villa,Liverpool,Liverpool
22256,Home,2.719,0.13595,20,3,0.15,Aston Villa,Liverpool,Aston Villa
22257,Away,0.466,0.035846154,13,0,0,Everton,Sheffield United,Sheffield United
22257,Home,1.823,0.121533333,15,1,0.066666667,Everton,Sheffield United,Everton
22258,Away,3.154,0.197125,16,4,0.25,Fulham,Manchester City,Manchester City
22258,Home,0.089,0.089,1,0,0,Fulham,Manchester City,Fulham
22259,Away,1.732,0.157454545,11,1,0.090909091,Manchester United,Arsenal,Arsenal
22259,Home,0.552,0.039428571,14,0,0,Manchester United,Arsenal,Manchester United
22260,Away,1.965,0.131,15,1,0.066666667,Newcastle United,Brighton,Brighton
22260,Home,2.453,0.136277778,18,1,0.055555556,Newcastle United,Brighton,Newcastle United
22261,Away,2.409,0.20075,12,3,0.25,Nottingham Forest,Chelsea,Chelsea
22261,Home,2.447,0.12235,20,2,0.1,Nottingham Forest,Chelsea,Nottingham Forest
22262,Away,0.951,0.135857143,7,1,0.142857143,Tottenham,Burnley,Burnley
22262,Home,3.002,0.142952381,21,2,0.095238095,Tottenham,Burnley,Tottenham
22263,Away,0.641,0.16025,4,1,0.25,West Ham,Luton,Luton
22263,Home,3.736,0.155666667,24,3,0.125,West Ham,Luton,West Ham
22264,Away,2.593,0.199461538,13,3,0.230769231,Wolverhampton Wanderers,Crystal Palace,Crystal Palace
22264,Home,1.156,0.088923077,13,1,0.076923077,Wolverhampton Wanderers,Crystal Palace,Wolverhampton Wanderers
22265,Away,0.708,0.1416,5,1,0.2,Arsenal,Everton,Everton
22265,Home,3.551,0.136576923,26,2,0.076923077,Arsenal,Everton,Arsenal
22266,Away,3.716,0.309666667,12,4,0.333333333,Brentford,Newcastle United,Newcastle United
22266,Home,1.701,0.1701,10,2,0.2,Brentford,Newcastle United,Brentford
22267,Away,1.004,0.091272727,11,2,0.181818182,Brighton,Manchester United,Manchester United
22267,Home,1.972,0.116,17,0,0,Brighton,Manchester United,Brighton
22268,Away,1.582,0.131833333,12,2,0.166666667,Burnley,Nottingham Forest,Nottingham Forest
22268,Home,1.085,0.05425,20,1,0.05,Burnley,Nottingham Forest,Burnley
22269,Away,2.197,0.099863636,22,0,0,Chelsea,Bournemouth,Bournemouth
22269,Home,1.597,0.093941176,17,2,0.117647059,Chelsea,Bournemouth,Chelsea
22270,Away,0.599,0.074875,8,0,0,Crystal Palace,Aston Villa,Aston Villa
22270,Home,2.233,0.148866667,15,5,0.333333333,Crystal Palace,Aston Villa,Crystal Palace
22271,Away,0.731,0.18275,4,0,0,Liverpool,Wolverhampton Wanderers,Wolverhampton Wanderers
22271,Home,5.863,0.162861111,36,2,0.055555556,Liverpool,Wolverhampton Wanderers,Liverpool
22272,Away,1.117,0.074466667,15,4,0.266666667,Luton,Fulham,Fulham
22272,Home,2.067,0.1378,15,2,0.133333333,Luton,Fulham,Luton
22273,Away,0.24,0.08,3,1,0.333333333,Manchester City,West Ham,West Ham
22273,Home,2.321,0.082892857,28,3,0.107142857,Manchester City,West Ham,Manchester City
22274,Away,3.199,0.177722222,18,3,0.166666667,Sheffield United,Tottenham,Tottenham
22274,Home,0.697,0.116166667,6,0,0,Sheffield United,Tottenham,Sheffield United
22275,Away,2.472,0.145411765,17,3,0.176470588,Burnley,Manchester City,Manchester City
22275,Home,0.311,0.051833333,6,0,0,Burnley,Manchester City,Burnley
22276,Away,0.967,0.161166667,6,1,0.166666667,Arsenal,Nottingham Forest,Nottingham Forest
22276,Home,0.843,0.0562,15,2,0.133333333,Arsenal,Nottingham Forest,Arsenal
22277,Away,1.482,0.092625,16,1,0.0625,Bournemouth,West Ham,West Ham
22277,Home,1.511,0.107928571,14,1,0.071428571,Bournemouth,West Ham,Bournemouth
22278,Away,1.886,0.209555556,9,1,0.111111111,Brighton,Luton,Luton
22278,Home,4.369,0.161814815,27,4,0.148148148,Brighton,Luton,Brighton
22279,Away,1.582,0.175777778,9,1,0.111111111,Everton,Fulham,Fulham
22279,Home,2.59,0.136315789,19,0,0,Everton,Fulham,Everton
22280,Away,2.279,0.094958333,24,1,0.041666667,Sheffield United,Crystal Palace,Crystal Palace
22280,Home,0.422,0.05275,8,0,0,Sheffield United,Crystal Palace,Sheffield United
22281,Away,1.607,0.107133333,15,1,0.066666667,Newcastle United,Aston Villa,Aston Villa
22281,Home,4.322,0.254235294,17,5,0.294117647,Newcastle United,Aston Villa,Newcastle United
22282,Away,1.455,0.080833333,18,2,0.111111111,Brentford,Tottenham,Tottenham
22282,Home,1.91,0.173636364,11,2,0.181818182,Brentford,Tottenham,Brentford
22283,Away,1.301,0.100076923,13,1,0.076923077,Chelsea,Liverpool,Liverpool
22283,Home,1.933,0.1933,10,1,0.1,Chelsea,Liverpool,Chelsea
22284,Away,1.786,0.077652174,23,0,0,Manchester United,Wolverhampton Wanderers,Wolverhampton Wanderers
22284,Home,1.971,0.1314,15,1,0.066666667,Manchester United,Wolverhampton Wanderers,Manchester United
22285,Away,0.552,0.078857143,7,1,0.142857143,Nottingham Forest,Sheffield United,Sheffield United
22285,Home,1.374,0.085875,16,2,0.125,Nottingham Forest,Sheffield United,Nottingham Forest
22286,Away,3.155,0.1971875,16,4,0.25,Wolverhampton Wanderers,Brighton,Brighton
22286,Home,2.692,0.16825,16,1,0.0625,Wolverhampton Wanderers,Brighton,Wolverhampton Wanderers
22287,Away,3.52,0.207058824,17,3,0.176470588,Fulham,Brentford,Brentford
22287,Home,0.399,0.044333333,9,0,0,Fulham,Brentford,Fulham
22288,Away,1.513,0.116384615,13,1,0.076923077,Liverpool,Bournemouth,Bournemouth
22288,Home,3.794,0.145923077,26,3,0.115384615,Liverpool,Bournemouth,Liverpool
22289,Away,0.922,0.065857143,14,2,0.142857143,Luton,Burnley,Burnley
22289,Home,1.531,0.085055556,18,1,0.055555556,Luton,Burnley,Luton
22290,Away,2.447,0.106391304,23,0,0,Tottenham,Manchester United,Manchester United
22290,Home,2.554,0.150235294,17,1,0.058823529,Tottenham,Manchester United,Tottenham
22291,Away,0.256,0.036571429,7,0,0,Manchester City,Newcastle United,Newcastle United
22291,Home,1.224,0.087428571,14,1,0.071428571,Manchester City,Newcastle United,Manchester City
22292,Away,0.721,0.080111111,9,0,0,Aston Villa,Everton,Everton
22292,Home,3.242,0.249384615,13,4,0.307692308,Aston Villa,Everton,Aston Villa
22293,Away,1.611,0.094764706,17,1,0.058823529,West Ham,Chelsea,Chelsea
22293,Home,1.711,0.142583333,12,3,0.25,West Ham,Chelsea,West Ham
22294,Away,2.211,0.157928571,14,1,0.071428571,Crystal Palace,Arsenal,Arsenal
22294,Home,1.074,0.076714286,14,0,0,Crystal Palace,Arsenal,Crystal Palace
22295,Away,0.465,0.042272727,11,0,0,Chelsea,Luton,Luton
22295,Home,3.413,0.179631579,19,3,0.157894737,Chelsea,Luton,Chelsea
22296,Away,2.28,0.134117647,17,2,0.117647059,Bournemouth,Tottenham,Tottenham
22296,Home,0.485,0.044090909,11,0,0,Bournemouth,Tottenham,Bournemouth
22297,Away,0.851,0.106375,8,2,0.25,Arsenal,Fulham,Fulham
22297,Home,3.24,0.170526316,19,2,0.105263158,Arsenal,Fulham,Arsenal
22298,Away,1.082,0.072133333,15,1,0.066666667,Brentford,Crystal Palace,Crystal Palace
22298,Home,0.949,0.079083333,12,1,0.083333333,Brentford,Crystal Palace,Brentford
22299,Away,1.404,0.127636364,11,1,0.090909091,Everton,Wolverhampton Wanderers,Wolverhampton Wanderers
22299,Home,1.948,0.129866667,15,0,0,Everton,Wolverhampton Wanderers,Everton
22300,Away,0.961,0.106777778,9,2,0.222222222,Manchester United,Nottingham Forest,Nottingham Forest
22300,Home,3.028,0.168222222,18,3,0.166666667,Manchester United,Nottingham Forest,Manchester United
22301,Away,3.087,0.25725,12,3,0.25,Brighton,West Ham,West Ham
22301,Home,1.376,0.052923077,26,1,0.038461538,Brighton,West Ham,Brighton
22302,Away,3.086,0.192875,16,3,0.1875,Burnley,Aston Villa,Aston Villa
22302,Home,0.632,0.070222222,9,1,0.111111111,Burnley,Aston Villa,Burnley
22303,Away,3.845,0.128166667,30,2,0.066666667,Sheffield United,Manchester City,Manchester City
22303,Home,0.763,0.127166667,6,1,0.166666667,Sheffield United,Manchester City,Sheffield United
22304,Away,0.856,0.095111111,9,2,0.222222222,Newcastle United,Liverpool,Liverpool
22304,Home,1.623,0.070565217,23,1,0.043478261,Newcastle United,Liverpool,Newcastle United
26602,Away,0.418710932,0.041871093,10,0,0,Manchester United,Fulham,Fulham
26602,Home,2.042675396,0.145905385,14,1,0.071428571,Manchester United,Fulham,Manchester United
26603,Away,3.935329273,0.207122593,19,2,0.105263158,Ipswich,Liverpool,Liverpool
26603,Home,0.342601348,0.04894305,7,0,0,Ipswich,Liverpool,Ipswich
26604,Away,0.575834931,0.063981659,9,0,0,Arsenal,Wolverhampton Wanderers,Wolverhampton Wanderers
26604,Home,1.628303042,0.09046128,18,2,0.111111111,Arsenal,Wolverhampton Wanderers,Arsenal
26605,Away,1.790827191,0.179082719,10,3,0.3,Everton,Brighton,Brighton
26605,Home,0.405907856,0.045100873,9,0,0,Everton,Brighton,Everton
26606,Away,2.153156995,0.113324052,19,0,0,Newcastle United,Southampton,Southampton
26606,Home,0.433489424,0.144496475,3,1,0.333333333,Newcastle United,Southampton,Newcastle United
26607,Away,1.909149723,0.146857671,13,1,0.076923077,Nottingham Forest,Bournemouth,Bournemouth
26607,Home,1.284796976,0.091771213,14,1,0.071428571,Nottingham Forest,Bournemouth,Nottingham Forest
26608,Away,2.680925339,0.178728356,15,2,0.133333333,West Ham,Aston Villa,Aston Villa
26608,Home,3.348508741,0.239179196,14,1,0.071428571,West Ham,Aston Villa,West Ham
26609,Away,1.147566188,0.081969013,14,0,0,Brentford,Crystal Palace,Crystal Palace
26609,Home,1.44408436,0.144408436,10,2,0.2,Brentford,Crystal Palace,Brentford
26610,Away,1.18038408,0.107307644,11,2,0.181818182,Chelsea,Manchester City,Manchester City
26610,Home,1.061225949,0.106122595,10,0,0,Chelsea,Manchester City,Chelsea
26611,Away,1.407752752,0.093850183,15,1,0.066666667,Leicester,Tottenham,Tottenham
26611,Home,1.026139959,0.146591423,7,1,0.142857143,Leicester,Tottenham,Leicester
26612,Away,1.285558126,0.116868921,11,1,0.090909091,Brighton,Manchester United,Manchester United
26612,Home,2.141525177,0.152966084,14,2,0.142857143,Brighton,Manchester United,Brighton
26613,Away,1.566224496,0.087012472,18,2,0.111111111,Crystal Palace,West Ham,West Ham
26613,Home,1.376100244,0.098292875,14,0,0,Crystal Palace,West Ham,Crystal Palace
26614,Away,0.857005041,0.085700504,10,1,0.1,Fulham,Leicester,Leicester
26614,Home,1.96218194,0.109010108,18,2,0.111111111,Fulham,Leicester,Fulham
26615,Away,0.479998529,0.479998529,1,1,1,Manchester City,Ipswich,Ipswich
26615,Home,3.078180273,0.21987002,14,4,0.285714286,Manchester City,Ipswich,Manchester City
26616,Away,2.917054006,0.126828435,23,1,0.043478261,Southampton,Nottingham Forest,Nottingham Forest
26616,Home,0.214951627,0.042990325,5,0,0,Southampton,Nottingham Forest,Southampton
26617,Away,0.656360723,0.065636072,10,0,0,Tottenham,Everton,Everton
26617,Home,2.611426696,0.200878977,13,4,0.307692308,Tottenham,Everton,Tottenham
26618,Away,1.41398662,0.157109624,9,2,0.222222222,Aston Villa,Arsenal,Arsenal
26618,Home,1.344039698,0.122185427,11,0,0,Aston Villa,Arsenal,Aston Villa
26619,Away,2.029353965,0.144953855,14,6,0.428571429,Wolverhampton Wanderers,Chelsea,Chelsea
26619,Home,2.418102378,0.201508532,12,2,0.166666667,Wolverhampton Wanderers,Chelsea,Wolverhampton Wanderers
26620,Away,1.892870178,0.135205013,14,1,0.071428571,Bournemouth,Newcastle United,Newcastle United
26620,Home,2.535133001,0.158445813,16,1,0.0625,Bournemouth,Newcastle United,Bournemouth
26621,Away,0.457239107,0.057154888,8,0,0,Liverpool,Brentford,Brentford
26621,Home,2.756623599,0.145085453,19,2,0.105263158,Liverpool,Brentford,Liverpool
26622,Away,1.966304896,0.089377495,22,1,0.045454545,Arsenal,Brighton,Brighton
26622,Home,2.417976129,0.219816012,11,1,0.090909091,Arsenal,Brighton,Arsenal
26623,Away,1.647134464,0.09150747,18,1,0.055555556,Brentford,Southampton,Southampton
26623,Home,3.894881465,0.194744073,20,3,0.15,Brentford,Southampton,Brentford
26624,Away,3.306605256,0.194506192,17,3,0.176470588,Everton,Bournemouth,Bournemouth
26624,Home,2.556290934,0.142016163,18,2,0.111111111,Everton,Bournemouth,Everton
26625,Away,1.188834752,0.13209275,9,1,0.111111111,Ipswich,Fulham,Fulham
26625,Home,0.707048439,0.064277131,11,1,0.090909091,Ipswich,Fulham,Ipswich
26626,Away,2.163850971,0.216385097,10,2,0.2,Leicester,Aston Villa,Aston Villa
26626,Home,0.774740525,0.086082281,9,1,0.111111111,Leicester,Aston Villa,Leicester
26627,Away,1.103084487,0.100280408,11,1,0.090909091,Nottingham Forest,Wolverhampton Wanderers,Wolverhampton Wanderers
26627,Home,1.410686873,0.08816793,16,1,0.0625,Nottingham Forest,Wolverhampton Wanderers,Nottingham Forest
26628,Away,3.201973366,0.133415557,24,3,0.125,West Ham,Manchester City,Manchester City
26628,Home,0.947201223,0.094720122,10,0,0,West Ham,Manchester City,West Ham
26629,Away,1.645889135,0.082294457,20,0,0,Newcastle United,Tottenham,Tottenham
26629,Home,1.586936254,0.158693625,10,2,0.2,Newcastle United,Tottenham,Newcastle United
26630,Away,0.461259151,0.051251017,9,1,0.111111111,Chelsea,Crystal Palace,Crystal Palace
26630,Home,2.977430449,0.229033111,13,1,0.076923077,Chelsea,Crystal Palace,Chelsea
26631,Away,2.103968299,0.191269845,11,3,0.272727273,Manchester United,Liverpool,Liverpool
26631,Home,1.50086669,0.187608336,8,0,0,Manchester United,Liverpool,Manchester United
26632,Away,3.026930448,0.151346522,20,3,0.15,Southampton,Manchester United,Manchester United
26632,Home,1.513524712,0.252254119,6,0,0,Southampton,Manchester United,Southampton
26633,Away,0.723930173,0.120655029,6,0,0,Brighton,Ipswich,Ipswich
26633,Home,2.097727055,0.099891765,21,0,0,Brighton,Ipswich,Brighton
26634,Away,0.68271878,0.062065344,11,1,0.090909091,Fulham,West Ham,West Ham
26634,Home,2.886009379,0.137429018,21,1,0.047619048,Fulham,West Ham,Fulham
26635,Away,0.589532511,0.117906502,5,1,0.2,Liverpool,Nottingham Forest,Nottingham Forest
26635,Home,1.1704416,0.083602971,14,0,0,Liverpool,Nottingham Forest,Liverpool
26636,Away,1.651870409,0.183541157,9,2,0.222222222,Crystal Palace,Leicester,Leicester
26636,Home,2.90307222,0.145153611,20,2,0.1,Crystal Palace,Leicester,Crystal Palace
26637,Away,1.050943166,0.131367896,8,1,0.125,Manchester City,Brentford,Brentford
26637,Home,1.552786236,0.086265902,18,2,0.111111111,Manchester City,Brentford,Manchester City
26638,Away,0.852157791,0.142026299,6,2,0.333333333,Aston Villa,Everton,Everton
26638,Home,3.178061648,0.186944803,17,3,0.176470588,Aston Villa,Everton,Aston Villa
26639,Away,0.932725884,0.093272588,10,1,0.1,Bournemouth,Chelsea,Chelsea
26639,Home,1.537309199,0.08091101,19,0,0,Bournemouth,Chelsea,Bournemouth
26640,Away,1.120897022,0.160128146,7,1,0.142857143,Tottenham,Arsenal,Arsenal
26640,Home,0.792595425,0.052839695,15,0,0,Tottenham,Arsenal,Tottenham
26641,Away,1.488065838,0.106290417,14,2,0.142857143,Wolverhampton Wanderers,Newcastle United,Newcastle United
26641,Home,1.469694106,0.122474509,12,1,0.083333333,Wolverhampton Wanderers,Newcastle United,Wolverhampton Wanderers
26642,Away,2.397269383,0.199772449,12,3,0.25,West Ham,Chelsea,Chelsea
26642,Home,0.758535085,0.050569006,15,0,0,West Ham,Chelsea,West Ham
26643,Away,1.644995447,0.126538111,13,1,0.076923077,Southampton,Ipswich,Ipswich
26643,Home,2.98272805,0.271157095,11,1,0.090909091,Southampton,Ipswich,Southampton
26644,Away,1.830550575,0.114409411,16,1,0.0625,Leicester,Everton,Everton
26644,Home,1.337933166,0.111494431,12,1,0.083333333,Leicester,Everton,Leicester
26645,Away,1.488165592,0.078324505,19,0,0,Liverpool,Bournemouth,Bournemouth
26645,Home,2.437313244,0.128279644,19,3,0.157894737,Liverpool,Bournemouth,Liverpool
26646,Away,1.098520142,0.073234676,15,1,0.066666667,Fulham,Newcastle United,Newcastle United
26646,Home,3.213148052,0.146052184,22,3,0.136363636,Fulham,Newcastle United,Fulham
26647,Away,0.520117415,0.052011742,10,1,0.1,Aston Villa,Wolverhampton Wanderers,Wolverhampton Wanderers
26647,Home,2.373512798,0.263723644,9,3,0.333333333,Aston Villa,Wolverhampton Wanderers,Aston Villa
26648,Away,0.89356507,0.148927512,6,1,0.166666667,Tottenham,Brentford,Brentford
26648,Home,4.13901239,0.17995706,23,3,0.130434783,Tottenham,Brentford,Tottenham
26649,Away,2.450990032,0.163399335,15,0,0,Crystal Palace,Manchester United,Manchester United
26649,Home,1.69830598,0.188700664,9,0,0,Crystal Palace,Manchester United,Crystal Palace
26650,Away,1.369229831,0.342307458,4,2,0.5,Brighton,Nottingham Forest,Nottingham Forest
26650,Home,1.568358242,0.112025589,14,2,0.142857143,Brighton,Nottingham Forest,Brighton
26651,Away,1.284106959,0.256821392,5,2,0.4,Manchester City,Arsenal,Arsenal
26651,Home,2.862886603,0.086754139,33,2,0.060606061,Manchester City,Arsenal,Manchester City
26652,Away,1.265164819,0.079072801,16,1,0.0625,Newcastle United,Manchester City,Manchester City
26652,Home,1.343440464,0.122130951,11,1,0.090909091,Newcastle United,Manchester City,Newcastle United
26653,Away,1.439816797,0.102844057,14,1,0.071428571,Nottingham Forest,Fulham,Fulham
26653,Home,0.616301809,0.056027437,11,0,0,Nottingham Forest,Fulham,Nottingham Forest
26654,Away,1.130503374,0.066500198,17,1,0.058823529,Everton,Crystal Palace,Crystal Palace
26654,Home,1.109586335,0.138698292,8,2,0.25,Everton,Crystal Palace,Everton
26655,Away,0.337908969,0.056318162,6,2,0.333333333,Arsenal,Leicester,Leicester
26655,Home,6.178353242,0.171620923,36,3,0.083333333,Arsenal,Leicester,Arsenal
26656,Away,0.883150908,0.046481627,19,1,0.052631579,Brentford,West Ham,West Ham
26656,Home,0.370222234,0.046277779,8,1,0.125,Brentford,West Ham,Brentford
26657,Away,1.207116685,0.080474446,15,2,0.133333333,Chelsea,Brighton,Brighton
26657,Home,3.658393178,0.243892879,15,4,0.266666667,Chelsea,Brighton,Chelsea
26658,Away,2.117242819,0.211724282,10,2,0.2,Wolverhampton Wanderers,Liverpool,Liverpool
26658,Home,0.74892486,0.106989266,7,1,0.142857143,Wolverhampton Wanderers,Liverpool,Wolverhampton Wanderers
26659,Away,1.144944176,0.163563454,7,2,0.285714286,Ipswich,Aston Villa,Aston Villa
26659,Home,1.846082805,0.123072187,15,2,0.133333333,Ipswich,Aston Villa,Ipswich
26660,Away,5.614444739,0.233935197,24,3,0.125,Manchester United,Tottenham,Tottenham
26660,Home,0.600721394,0.054611036,11,0,0,Manchester United,Tottenham,Manchester United
26661,Away,0.69606769,0.077340854,9,1,0.111111111,Bournemouth,Southampton,Southampton
26661,Home,1.442154673,0.103011048,14,3,0.214285714,Bournemouth,Southampton,Bournemouth
26662,Away,2.073316481,0.12958228,16,1,0.0625,Crystal Palace,Liverpool,Liverpool
26662,Home,0.609481229,0.067720137,9,0,0,Crystal Palace,Liverpool,Crystal Palace
26663,Away,1.951605538,0.114800326,17,0,0,Leicester,Bournemouth,Bournemouth
26663,Home,0.91206308,0.152010513,6,1,0.166666667,Leicester,Bournemouth,Leicester
26664,Away,2.758462077,0.25076928,11,2,0.181818182,Manchester City,Fulham,Fulham
26664,Home,1.37122397,0.068561199,20,3,0.15,Manchester City,Fulham,Manchester City
26665,Away,1.184626106,0.131625123,9,1,0.111111111,West Ham,Ipswich,Ipswich
26665,Home,4.584099971,0.199308694,23,4,0.173913043,West Ham,Ipswich,West Ham
26666,Away,1.302638942,0.162829868,8,1,0.125,Arsenal,Southampton,Southampton
26666,Home,3.36583181,0.116063166,29,3,0.103448276,Arsenal,Southampton,Arsenal
26667,Away,0.696254129,0.040956125,17,3,0.176470588,Brentford,Wolverhampton Wanderers,Wolverhampton Wanderers
26667,Home,4.136057882,0.217687257,19,5,0.263157895,Brentford,Wolverhampton Wanderers,Brentford
26668,Away,1.666537769,0.104158611,16,1,0.0625,Chelsea,Nottingham Forest,Nottingham Forest
26668,Home,2.282571886,0.103753268,22,1,0.045454545,Chelsea,Nottingham Forest,Chelsea
26669,Away,1.790481105,0.127891508,14,0,0,Everton,Newcastle United,Newcastle United
26669,Home,0.749243894,0.093655487,8,0,0,Everton,Newcastle United,Everton
26670,Away,0.449980327,0.044998033,10,0,0,Aston Villa,Manchester United,Manchester United
26670,Home,0.532809171,0.048437197,11,0,0,Aston Villa,Manchester United,Aston Villa
26671,Away,1.093139999,0.084087692,13,2,0.153846154,Brighton,Tottenham,Tottenham
26671,Home,1.972171126,0.179288284,11,3,0.272727273,Brighton,Tottenham,Brighton
26672,Away,0.858803366,0.071566947,12,1,0.083333333,Tottenham,West Ham,West Ham
26672,Home,1.440517842,0.065478084,22,3,0.136363636,Tottenham,West Ham,Tottenham
26673,Away,1.438676427,0.102762602,14,2,0.142857143,Fulham,Aston Villa,Aston Villa
26673,Home,2.630742872,0.239158443,11,1,0.090909091,Fulham,Aston Villa,Fulham
26674,Away,1.608037641,0.14618524,11,2,0.181818182,Ipswich,Everton,Everton
26674,Home,1.173999475,0.090307652,13,0,0,Ipswich,Everton,Ipswich
26675,Away,0.892842571,0.111605321,8,1,0.125,Manchester United,Brentford,Brentford
26675,Home,1.765549895,0.076763039,23,2,0.086956522,Manchester United,Brentford,Manchester United
26676,Away,1.678797135,0.167879714,10,1,0.1,Newcastle United,Brighton,Brighton
26676,Home,1.940869686,0.092422366,21,0,0,Newcastle United,Brighton,Newcastle United
26677,Away,0.835868189,0.041793409,20,0,0,Nottingham Forest,Crystal Palace,Crystal Palace
26677,Home,1.891400503,0.094570025,20,1,0.05,Nottingham Forest,Crystal Palace,Nottingham Forest
26678,Away,2.838264687,0.157681372,18,3,0.166666667,Southampton,Leicester,Leicester
26678,Home,2.434364955,0.173883211,14,2,0.142857143,Southampton,Leicester,Southampton
26679,Away,1.340475895,0.111706325,12,1,0.083333333,Liverpool,Chelsea,Chelsea
26679,Home,2.22517148,0.278146435,8,2,0.25,Liverpool,Chelsea,Liverpool
26680,Away,0.829546802,0.1382578,6,0,0,Bournemouth,Arsenal,Arsenal
26680,Home,2.184187336,0.16801441,13,2,0.153846154,Bournemouth,Arsenal,Bournemouth
26681,Away,1.369582873,0.062253767,22,2,0.090909091,Wolverhampton Wanderers,Manchester City,Manchester City
26681,Home,0.761216625,0.253738875,3,1,0.333333333,Wolverhampton Wanderers,Manchester City,Wolverhampton Wanderers
26682,Away,2.585237228,0.129261861,20,3,0.15,Leicester,Nottingham Forest,Nottingham Forest
26682,Home,0.832415393,0.075674127,11,1,0.090909091,Leicester,Nottingham Forest,Leicester
26683,Away,0.369988605,0.073997721,5,0,0,Manchester City,Southampton,Southampton
26683,Home,3.162859214,0.143766328,22,1,0.045454545,Manchester City,Southampton,Manchester City
26684,Away,0.328651493,0.029877408,11,1,0.090909091,Aston Villa,Bournemouth,Bournemouth
26684,Home,1.973998266,0.10966657,18,1,0.055555556,Aston Villa,Bournemouth,Aston Villa
26685,Away,1.656977262,0.138081439,12,3,0.25,Brentford,Ipswich,Ipswich
26685,Home,4.096629769,0.204831488,20,3,0.15,Brentford,Ipswich,Brentford
26686,Away,1.136998747,0.081214196,14,2,0.142857143,Brighton,Wolverhampton Wanderers,Wolverhampton Wanderers
26686,Home,1.51452558,0.079711873,19,2,0.105263158,Brighton,Wolverhampton Wanderers,Brighton
26687,Away,1.49910225,0.107078732,14,1,0.071428571,Everton,Fulham,Fulham
26687,Home,0.884845431,0.088484543,10,1,0.1,Everton,Fulham,Everton
26688,Away,1.746543693,0.158776699,11,1,0.090909091,Chelsea,Newcastle United,Newcastle United
